PW Estimate (mW),Description
0.06434756097560974,[PID 4954] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.625646-33258887093982/async_wrapper.py 881364
0.06298780487804878,[PID 5013] ffmpeg -re -ss 2489 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.0551829268292683,[PID 5052] ffmpeg
0.054435975609756104,[PID 4942] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.9559212-201178937804300/async_wrapper.py 1014
0.05429878048780487,[PID 5007] ffmpeg -re -ss 331 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.05240853658536585,[PID 5037] ffmpeg -re -ss 2019 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.051963414634146346,[PID 4846] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276349.3917332-237625350119023/async_wrapper.py 2885
0.04700000000000001,[PID 4791] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276349.9699132-264466056568914/async_wrapper.py 7035
0.04547560975609757,ext4_end_io_rsv_work
0.04359756097560976,[PID 5090] ffmpeg
0.043292682926829265,[PID 4994] ffmpeg
0.041158536585365856,[PID 5074] ffmpeg
0.04085365853658537,[PID 4982] ffmpeg
0.039024390243902446,[PID 5060] ffmpeg
0.037804878048780494,[PID 5042] ffmpeg
0.037500000000000006,[PID 5004] ffmpeg
0.03719512195121951,[PID 5018] ffmpeg
0.037118902439024395,[PID 4819] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276348.4951563-99477726646143/async_wrapper.py 14776
0.037079268292682925,[PID 4965] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.8785095-60422228260158/async_wrapper.py 53669
0.03568292682926828,[PID 3699] /usr/sbin/crond -c /etc/crontabs -f 
0.03567073170731707,[PID 5012] ffmpeg
0.03482926829268294,crng_reseed
0.03298780487804878,[PID 5095] ffmpeg -re -ss 586 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.03170731707317073,[PID 4990] ffmpeg
0.031173780487804885,blk_mq_run_work_fn
0.030792682926829268,[PID 5028] ffmpeg
0.030365853658536588,[PID 5055] ffmpeg -re -ss 280 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.030213414634146344,[PID 5094] ffmpeg
0.029969512195121954,[PID 4862] python3
0.02966463414634147,[PID 4769] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276349.865318-119084747357466/async_wrapper.py 16726
0.029298780487804876,[PID 5075] ffmpeg -re -ss 1599 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.02880182926829268,[PID 3672] /usr/sbin/chronyd -f /etc/chrony/chrony.conf 
0.028780487804878047,[PID 4995] ffmpeg -re -ss 216 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.028689024390243904,[PID 5084] ffmpeg
0.028490853658536586,[PID 4800] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.053291-215819695755487/async_wrapper.py 79783
0.02842987804878049,[PID 4780] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276349.1787002-245793642809823/async_wrapper.py 7324
0.02823170731707317,[PID 5070] ffmpeg
0.028170731707317074,[PID 4887] sh
0.027280487804878052,[PID 4808] /usr/bin/python3 /home/videoserver/.ansible/tmp/ansible-tmp-1717276350.2107275-47185131013012/async_wrapper.py 21542
0.026676829268292682,[PID 5053] ffmpeg -re -ss 2292 -i chosen.mp4 -t 1800 -c copy -f mpegts pipe:1 
0.026402439024390247,[PID 4910] sh
0.02621951219512195,[PID 5036] ffmpeg
